site,plotid,year,pre_post_fire,postTime,azimuth,intersect_cm,large_cm,small_cm,length_m,decay,FieldNotes,project,species,slope
downieville,RedAnt46,2020,prefire,"",S,13,31,8.5,4,3,"",CPFMP,,
downieville,RedAnt46,2020,prefire,"",S,17.5,32,14,4,3,"",CPFMP,,
downieville,RedAnt46,2020,prefire,"",S,18.5,18,18,2,3,"",CPFMP,,
downieville,RedAnt46,2020,prefire,"",S,20.7,26.1,8.7,9.5,3,"",CPFMP,,
downieville,RedAnt46,2020,prefire,"",S,22,26,6,5,3,"",CPFMP,,
downieville,RedAnt46,2020,prefire,"",S,27,17,14.5,5.5,3,"",CPFMP,,
downieville,RedAnt46,2020,prefire,"",S,7.7,9.3,5,1.2,4,"",CPFMP,,
downieville,RedAnt46,2020,prefire,"",S,8,23,6.5,8.4,3,"",CPFMP,,
downieville,RedAnt46,2020,prefire,"",S,9.3,10.3,8.4,1.5,3,"",CPFMP,,
downieville,RedAnt46,2020,prefire,"",S,9.3,24.7,9.3,6,3,"",CPFMP,,
downieville,RedAnt46,2020,prefire,"",W,10.7,8.4,3,3,2,"",CPFMP,,
downieville,RedAnt49,2020,prefire,"",N,65,34,15.5,8,3,"",CPFMP,,
downieville,RedAnt49,2020,prefire,"",N,8,8,6.5,0.6,2,"",CPFMP,,
downieville,RedAnt49,2020,prefire,"",N,8.5,7.5,5.5,11,3,"",CPFMP,,
downieville,RedAnt49,2020,prefire,"",S,16,25,12.5,11.4,3,"",CPFMP,,
downieville,RedAnt49,2020,prefire,"",W,10.5,23,11,12.1,2,"",CPFMP,,
downieville,RedAnt49,2020,prefire,"",W,12.5,29,1.5,10,1,"",CPFMP,,
downieville,RedAnt49,2020,prefire,"",W,13,15.5,0.5,5.7,2,"",CPFMP,,
downieville,RedAnt49,2020,prefire,"",W,13.5,13,11,1.8,3,"",CPFMP,,
downieville,RedAnt49,2020,prefire,"",W,24,18,14.5,9.4,4,"",CPFMP,,
downieville,RedAnt49,2020,prefire,"",W,8,18,0.5,8.4,2,"",CPFMP,,
downieville,RedAnt49,2020,prefire,"",W,9,13.5,8,1.5,2,"",CPFMP,,
downieville,RedAnt50,2020,prefire,"",E,18,23.5,8,14.4,3,"",CPFMP,,
downieville,RedAnt50,2020,prefire,"",E,36,36,28,5.1,3,"",CPFMP,,
downieville,RedAnt50,2020,prefire,"",N,17,23.5,8,14.4,3,"",CPFMP,,
downieville,RedAnt50,2020,prefire,"",N,59,67,45.5,18.9,3,"",CPFMP,,
downieville,RedAnt50,2020,prefire,"",S,9.5,11,6.5,1.5,3,"",CPFMP,,
downieville,RedAnt50,2020,prefire,"",W,67,67,4.5,18.9,3,"",CPFMP,,
downieville,RedAnt50,2020,prefire,"",W,9.5,13.5,8,5.7,3,"",CPFMP,,
downieville,RedAnt51,2020,prefire,"",E,19,18,11,2.7,2,"",CPFMP,,
downieville,RedAnt51,2020,prefire,"",S,12,13.5,2,2.7,2,"",CPFMP,,
downieville,RedAnt51,2020,prefire,"",S,13,18,11,2.7,2,"",CPFMP,,
downieville,RedAnt51,2020,prefire,"",S,14.5,26.5,10.5,11.4,3,"",CPFMP,,
downieville,RedAnt51,2020,prefire,"",S,23,24,15,4.5,3,"",CPFMP,,
downieville,RedAnt51,2020,prefire,"",S,25,52.5,23,17.1,3,"",CPFMP,,
downieville,RedAnt51,2020,prefire,"",W,19,21.5,12.5,1.8,3,"",CPFMP,,
downieville,RedAnt51,2020,prefire,"",W,33,52.5,23,17.1,3,"",CPFMP,,
downieville,RedAnt51,2020,prefire,"",W,41.5,49,33,15.6,4,"",CPFMP,,
downieville,RedAnt51,2020,prefire,"",W,8.5,11,10,1,3,"",CPFMP,,
downieville,RedAnt52,2020,prefire,"",E,63,64.2,42,10,3,"",CPFMP,,
downieville,RedAnt52,2020,prefire,"",N,9.8,10.8,1.5,5,1,"",CPFMP,,
downieville,RedAnt52,2020,prefire,"",S,56,64.2,42,10,3,"",CPFMP,,
downieville,RedAnt52,2020,prefire,"",W,10.1,9.8,1.8,2.7,3,"",CPFMP,,
downieville,RedAnt52,2020,prefire,"",W,11.5,18.2,1,5,3,"",CPFMP,,
downieville,RedAnt52,2020,prefire,"",W,9.3,15,1.8,6.3,2,"",CPFMP,,
downieville,RedAnt53,2020,prefire,"",E,12.8,56,12.3,15,1,"",CPFMP,,
downieville,RedAnt53,2020,prefire,"",E,14.2,56,2.5,18,1,"",CPFMP,,
downieville,RedAnt53,2020,prefire,"",E,26,11,8,3.5,3,"",CPFMP,,
downieville,RedAnt53,2020,prefire,"",N,12.6,30,17.3,6,4,"",CPFMP,,
downieville,RedAnt53,2020,prefire,"",N,14.8,32,2,15,3,"",CPFMP,,
downieville,RedAnt53,2020,prefire,"",S,34.6,63,12.6,28,3,"",CPFMP,,
downieville,RedAnt53,2020,prefire,"",W,8.8,25,4.6,6,3,"",CPFMP,,
downieville,RedAnt53,2020,prefire,"",W,9.3,25,5,3,5,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",E,11.2,13,1,5,1,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",E,20,23,1,10,1,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",E,60,50,30,10,2,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",N,12.4,24.2,3,4,4,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",N,48,50,45,5.5,5,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",N,9,8,3,1.5,4,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",S,10.5,11.5,1,5,1,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",S,12.2,13,1,5,1,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",S,22,30,10.5,10,1,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",S,26,48,33,13,2,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",W,24,24,2.4,1.5,4,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",W,25,27,7,15,3,"",CPFMP,,
downieville,RedAnt54,2020,prefire,"",W,45,48,33,13,2,"",CPFMP,,
downieville,RedAnt55,2020,prefire,"",E,39,42,24.5,8,3,"",CPFMP,,
downieville,RedAnt55,2020,prefire,"",N,26,25.6,6,1,3,"",CPFMP,,
downieville,RedAnt55,2020,prefire,"",W,11.5,12,5,7,2,"",CPFMP,,
downieville,RedAnt55,2020,prefire,"",W,13,15,10,2,4,"",CPFMP,,
downieville,RedAnt55,2020,prefire,"",W,15,14,6,0.7,3,"",CPFMP,,
downieville,RedAnt55,2020,prefire,"",W,18,13,8,4,4,"",CPFMP,,
downieville,RedAnt55,2020,prefire,"",W,25,17,7,1.2,3,"",CPFMP,,
downieville,RedAnt56,2020,prefire,"",E,11,13,10,1.5,3,"",CPFMP,,
downieville,RedAnt56,2020,prefire,"",E,15,24,13,2,3,"",CPFMP,,
downieville,RedAnt56,2020,prefire,"",E,15,30,15,2.5,5,"",CPFMP,,
downieville,RedAnt56,2020,prefire,"",N,22,22,9.5,5,5,"",CPFMP,,
downieville,RedAnt56,2020,prefire,"",N,24,25,30,3,3,"",CPFMP,,
downieville,RedAnt56,2020,prefire,"",N,50,55,48,4,3,"",CPFMP,,
downieville,RedAnt56,2020,prefire,"",S,33.2,29,24,4.5,4,"",CPFMP,,
downieville,RedAnt57,2020,prefire,"",E,12.3,9,3,1.5,3,"",CPFMP,,
downieville,RedAnt58,2020,prefire,"",E,12,10,8,0.5,3,"",CPFMP,,
downieville,RedAnt58,2020,prefire,"",E,9,10,5,1.5,4,"",CPFMP,,
downieville,RedAnt58,2020,prefire,"",N,24.4,43,10,17,2,"",CPFMP,,
downieville,RedAnt58,2020,prefire,"",S,12,15,10,2.5,4,"",CPFMP,,
downieville,RedAnt58,2020,prefire,"",S,13,15,9,5,3,"",CPFMP,,
downieville,RedAnt58,2020,prefire,"",S,20,24,15,5,2,"",CPFMP,,
downieville,RedAnt58,2020,prefire,"",W,13,11,7,2.3,3,"",CPFMP,,
downieville,RedAnt58,2020,prefire,"",W,13,24,6.4,5,2,"",CPFMP,,
downieville,RedAnt58,2020,prefire,"",W,14.5,43,10,17,2,"",CPFMP,,
downieville,RedAnt58,2020,prefire,"",W,23.4,24,9.3,7,2,"",CPFMP,,
downieville,RedAnt58,2020,prefire,"",W,41,44,37.6,0.8,2,"",CPFMP,,
downieville,RedAnt59,2020,prefire,"",E,52.8,28,23,17,4,"",CPFMP,,
downieville,RedAnt59,2020,prefire,"",N,13.2,14,5,1.5,3,"",CPFMP,,
downieville,RedAnt59,2020,prefire,"",S,24.7,25,5.7,3,4,"",CPFMP,,
downieville,RedAnt59,2020,prefire,"",S,37.5,22.4,20,11,5,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",E,11.5,12,5,5,3,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",E,22.4,24,20,5,3,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",E,9.3,11,3,5,3,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",E,9.3,13,3,3,3,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",N,11,18,9,2.5,3,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",N,11.2,32,12,5,3,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",N,21.5,20.6,2.4,9,2,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",S,10,12,2,7.5,3,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",S,11.5,23,10,5,2,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",S,15,15,13,0.5,3,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",S,17,20.5,9.3,6,2,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",S,19,20,18,3,2,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",S,9,10.5,3,3,3,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",W,10,10,8.2,1,3,"",CPFMP,,
downieville,RedAnt60,2020,prefire,"",W,24,49,25.5,5,3,"",CPFMP,,
downieville,RedAnt61,2020,prefire,"",E,11,12,6,1.5,3,"",CPFMP,,
downieville,RedAnt61,2020,prefire,"",N,12,15,1,4,2,"",CPFMP,,
downieville,RedAnt61,2020,prefire,"",W,13,15,9,0.8,5,"",CPFMP,,
downieville,RedAnt61,2020,prefire,"",W,20,48,1,5,2,"",CPFMP,,
DryCreek,DryCreek21,2020,prefire,"",na,na,na,na,na,na,"",CPFMP,,
DryCreek,DryCreek22,2020,prefire,"",0,18,32,5.5,15,2,"",CPFMP,,
DryCreek,DryCreek22,2020,prefire,"",0,8,8,11,1.7,2,"",CPFMP,,
DryCreek,DryCreek22,2020,prefire,"",270,11.5,12,8,1.6,3,"",CPFMP,,
DryCreek,DryCreek22,2020,prefire,"",90,90,125,53,25.7,4,"",CPFMP,,
DryCreek,DryCreek23,2020,prefire,"",0,14.5,31,12.5,10.2,2,"",CPFMP,,
DryCreek,DryCreek23,2020,prefire,"",270,19,31,12.5,10.2,2,"",CPFMP,,
DryCreek,DryCreek24,2020,prefire,"",na,na,na,na,na,na,"",CPFMP,,
DryCreek,DryCreek25,2020,prefire,"",na,na,na,na,na,na,"",CPFMP,,
DryCreek,DryCreek26,2020,prefire,"",180,11.5,13.5,4,2.3,2,"",CPFMP,,
DryCreek,DryCreek26,2020,prefire,"",180,12,22,10,4.7,2,"",CPFMP,,
DryCreek,DryCreek26,2020,prefire,"",180,9,13,10,1.4,2,"",CPFMP,,
DryCreek,DryCreek27,2020,prefire,"",na,na,na,na,na,na,"",CPFMP,,
DryCreek,DryCreek28,2020,prefire,"",0,12,13,11,1.2,4,"",CPFMP,,
DryCreek,DryCreek28,2020,prefire,"",90,10.2,18,10.2,2.4,3,"",CPFMP,,
DryCreek,DryCreek28,2020,prefire,"",90,9.5,10,8.7,1.2,2,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",0,95,135,11,35.7,5,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",270,30,11.5,10,4,3,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",270,72,23,9,1.5,3,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",90,10,9,7,39.1,4,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",90,12,14.5,7,1.2,4,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",90,12,9,2.5,39.1,4,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",90,13,9,2,39.1,4,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",90,14,9,2,39.1,4,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",90,17,2,1,1.9,3,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",90,17,9,8,39.1,4,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",90,19,9,2,40,4,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",90,8,9,1,39.1,4,"",CPFMP,,
DryCreek,DryCreek29,2020,prefire,"",90,8,9,2,39.1,4,"",CPFMP,,
DryCreek,DryCreek30,2020,prefire,"",90,9.3,10,5.4,1.8,1,"",CPFMP,,
DryCreek,DryCreek31,2020,prefire,"",270,1,8.9,8.4,1.8,4,"",CPFMP,,
DryCreek,DryCreek31,2020,prefire,"",270,10.5,8.4,4,1.1,4,"",CPFMP,,
DryCreek,DryCreek31,2020,prefire,"",270,11,14,5,1.2,4,"",CPFMP,,
DryCreek,DryCreek31,2020,prefire,"",270,13.6,8,6,1,4,"",CPFMP,,
DryCreek,DryCreek31,2020,prefire,"",270,7.3,7.8,5,1,5,"",CPFMP,,
DryCreek,DryCreek31,2020,prefire,"",270,9,11.5,6,0.8,3,"",CPFMP,,
DryCreek,DryCreek31,2020,prefire,"",270,9.6,9.8,7.3,1.5,2,"",CPFMP,,
DryCreek,DryCreek32,2020,postfire,2yr,180,10.1,8,7,1.2,2,"",CPFMP,,
DryCreek,DryCreek32,2020,postfire,2yr,270,45,18,8,14.2,3,"",CPFMP,,
DryCreek,DryCreek33,2020,postfire,2yr,180,13.3,15,12,0.8,3,"",CPFMP,,
DryCreek,DryCreek33,2020,postfire,2yr,270,30,28,20,4,3,"",CPFMP,,
DryCreek,DryCreek33,2020,postfire,2yr,90,26,26,21.2,2,3,"",CPFMP,,
DryCreek,DryCreek34,2020,postfire,2yr,0,20,20,23,5,5,"",CPFMP,,
DryCreek,DryCreek34,2020,postfire,2yr,270,20,20,7,1,5,"",CPFMP,,
DryCreek,DryCreek35,2020,postfire,2yr,na,na,na,na,na,na,"",CPFMP,,
DryCreek,DryCreek36,2020,postfire,2yr,270,10.5,11.1,6.7,1.5,3,"",CPFMP,,
DryCreek,DryCreek36,2020,postfire,2yr,270,12.8,13,11.2,1.1,3,"",CPFMP,,
DryCreek,DryCreek36,2020,postfire,2yr,270,28,34,8.4,15,3,"",CPFMP,,
DryCreek,DryCreek37,2020,postfire,2yr,180,11.5,11.5,9,0.3,2,"",CPFMP,,
DryCreek,DryCreek37,2020,postfire,2yr,180,12,110,5,34.7,5,"",CPFMP,,
DryCreek,DryCreek37,2020,postfire,2yr,180,12,12,11.5,0.4,2,"",CPFMP,,
DryCreek,DryCreek37,2020,postfire,2yr,270,16.5,16,11,2.8,2,"",CPFMP,,
DryCreek,DryCreek38,2020,postfire,2yr,0,13,15,6,0.4,2,"",CPFMP,,
DryCreek,DryCreek38,2020,postfire,2yr,0,16,16.5,14,1.9,2,"",CPFMP,,
DryCreek,DryCreek38,2020,postfire,2yr,0,18.5,23,16,2.5,3,"",CPFMP,,
DryCreek,DryCreek38,2020,postfire,2yr,270,12,13.5,10,2.8,2,"",CPFMP,,
DryCreek,DryCreek39,2020,postfire,2yr,na,na,na,na,na,na,"",CPFMP,,
DryCreek,DryCreek40,2020,postfire,2yr,na,na,na,na,na,na,"",CPFMP,,
DryCreek,DryCreek41,2020,postfire,2yr,na,na,na,na,na,na,"",CPFMP,,
DryCreek,DryCreek43,2020,postfire,2yr,na,na,na,na,na,na,"",CPFMP,,
DryCreek,DryCreek46,2020,prefire,"",0,35,36,8,7,5,"",CPFMP,,
DryCreek,DryCreek46,2020,prefire,"",0,40,36,4.8,19.3,5,"",CPFMP,,
DryCreek,DryCreek48,2020,prefire,"",na,na,na,na,na,na,"",CPFMP,,
DryCreek,DryCreek50,2020,prefire,"",na,na,na,na,na,na,"",CPFMP,,
DryCreek,DryCreek52,2020,prefire,"",na,na,na,na,na,na,"",CPFMP,,
frenchmeadows,39,2020,prefire,"",E,38.5,72,30,8.4,3,"",CPFMP,,
frenchmeadows,39,2020,prefire,"",N,30,21,17,1.4,4,"",CPFMP,,
frenchmeadows,39,2020,prefire,"",N,44,46,35,3.6,4,"",CPFMP,,
frenchmeadows,39,2020,prefire,"",N,8,9,6.5,1.2,4,"",CPFMP,,
frenchmeadows,39,2020,prefire,"",S,22,28,14,0.5,5,"",CPFMP,,
frenchmeadows,39,2020,prefire,"",S,70,65,60,6,4,"",CPFMP,,
frenchmeadows,40,2020,prefire,"",E,10,11.5,1,4.2,3,"",CPFMP,,
frenchmeadows,40,2020,prefire,"",E,22,23,17.5,1.9,4,"",CPFMP,,
frenchmeadows,40,2020,prefire,"",N,10,12,2,2.4,3,"",CPFMP,,
frenchmeadows,40,2020,prefire,"",S,14,14,11,1.8,4,"",CPFMP,,
frenchmeadows,40,2020,prefire,"",S,14.5,15,13,0.8,4,"",CPFMP,,
frenchmeadows,40,2020,prefire,"",S,62,57,49,10.2,5,"",CPFMP,,
frenchmeadows,40,2020,prefire,"",W,55,57,49,10.2,5,"",CPFMP,,
frenchmeadows,44,2020,prefire,"",N,11.5,27.5,11.5,12.6,3,"",CPFMP,,
frenchmeadows,44,2020,prefire,"",N,12.5,29,8,10.8,4,"",CPFMP,,
frenchmeadows,44,2020,prefire,"",N,18.5,32,13,15.3,3,"",CPFMP,,
frenchmeadows,44,2020,prefire,"",N,63,63,18.5,16.8,4,"",CPFMP,,
frenchmeadows,44,2020,prefire,"",N,9.5,14.5,4.5,9,3,"",CPFMP,,
frenchmeadows,44,2020,prefire,"",W,16,15.5,1.5,10.8,3,"",CPFMP,,
frenchmeadows,44,2020,prefire,"",W,17,28.5,8,9.6,3,"",CPFMP,,
frenchmeadows,44,2020,prefire,"",W,27,36,28,9.6,3,"",CPFMP,,
frenchmeadows,44,2020,prefire,"",W,30,37.3,12,8,2,"",CPFMP,,
frenchmeadows,44,2020,prefire,"",W,35,35,33,7.2,3,"",CPFMP,,
frenchmeadows,45,2020,prefire,"",N,18,17,3.5,10.2,3,"",CPFMP,,
frenchmeadows,45,2020,prefire,"",N,36,37,2,10.8,4,"",CPFMP,,
frenchmeadows,46,2020,prefire,"",S,38,40,26,3,4,"",CPFMP,,
frenchmeadows,46,2020,prefire,"",W,30,60,30,4.5,5,"",CPFMP,,
frenchmeadows,46,2020,prefire,"",W,9,13,0.25,3.6,3,"",CPFMP,,
frenchmeadows,55,2020,prefire,"",E,17.5,18,2,5.4,2,"",CPFMP,,
frenchmeadows,55,2020,prefire,"",E,9,10,1,3,2,"",CPFMP,,
frenchmeadows,55,2020,prefire,"",N,49,57,47.5,4.2,3,"",CPFMP,,
frenchmeadows,55,2020,prefire,"",S,21.5,34,1,6,3,"",CPFMP,,
frenchmeadows,55,2020,prefire,"",S,8.5,9,2.5,2.4,3,"",CPFMP,,
frenchmeadows,55,2020,prefire,"",W,10.5,11.5,3,0.8,3,"",CPFMP,,
frenchmeadows,55,2020,prefire,"",W,11,12,7.5,0.4,3,"",CPFMP,,
frenchmeadows,55,2020,prefire,"",W,14,16.5,3.5,1.9,3,"",CPFMP,,
frenchmeadows,55,2020,prefire,"",W,48,46,37.5,2.7,2,"",CPFMP,,
frenchmeadows,55,2020,prefire,"",W,8,8,7.5,0.9,2,"",CPFMP,,
frenchmeadows,57,2020,prefire,"",E,16.5,21,14,2.4,4,"",CPFMP,,
frenchmeadows,57,2020,prefire,"",E,26,30,15.5,7.8,4,"",CPFMP,,
frenchmeadows,57,2020,prefire,"",N,29,30,15.5,7.8,4,"",CPFMP,,
frenchmeadows,57,2020,prefire,"",S,10,11.5,8.5,1.14,3,"",CPFMP,,
frenchmeadows,57,2020,prefire,"",S,10,9,8.5,1.8,3,"",CPFMP,,
frenchmeadows,57,2020,prefire,"",S,70,75,80,4.2,4,"",CPFMP,,
frenchmeadows,57,2020,prefire,"",S,8.5,9,9,2.1,4,"",CPFMP,,
frenchmeadows,57,2020,prefire,"",S,9,7.5,7,2.1,4,"",CPFMP,,
frenchmeadows,57,2020,prefire,"",W,10,11,3,2.1,3,"",CPFMP,,
frenchmeadows,57,2020,prefire,"",W,14,12,7.5,1.4,3,"",CPFMP,,
frenchmeadows,62,2020,prefire,"",N,10,16,0.5,6.6,4,"",CPFMP,,
frenchmeadows,62,2020,prefire,"",N,15,15,0.5,4.8,2,"",CPFMP,,
frenchmeadows,68,2020,prefire,"",na,"","","","","","",CPFMP,,
frenchmeadows,69,2020,prefire,"",N,95,105,80,7.8,4,"",CPFMP,,
frenchmeadows,69,2020,prefire,"",S,19.5,16,4,3,4,"",CPFMP,,
frenchmeadows,69,2020,prefire,"",W,15,9.5,4,2.8,3,"",CPFMP,,
frenchmeadows,FM37,2020,prefire,"",E,12.6,33.3,7.3,8,4,"",CPFMP,,
frenchmeadows,FM37,2020,prefire,"",E,60,66.4,10,3,3,"",CPFMP,,
frenchmeadows,FM37,2020,prefire,"",N,18.2,37,2.8,1,3,"",CPFMP,,
frenchmeadows,FM37,2020,prefire,"",N,21,23.7,3.4,2,3,"",CPFMP,,
frenchmeadows,FM37,2020,prefire,"",S,12.4,13.7,1,3.5,3,"",CPFMP,,
frenchmeadows,FM38,2020,prefire,"",E,56.4,60,33,4,5-rotten,"",CPFMP,,
frenchmeadows,FM38,2020,prefire,"",S,10.8,13,10.8,1,5-rotten,"",CPFMP,,
frenchmeadows,FM38,2020,prefire,"",S,14.8,20.4,8,1.2,5-rotten,"",CPFMP,,
frenchmeadows,FM38,2020,prefire,"",S,25,23.4,16.4,0.5,5-rotten,"",CPFMP,,
frenchmeadows,FM38,2020,prefire,"",S,54.4,46.4,18,2,5-rotten,"",CPFMP,,
frenchmeadows,FM41,2020,prefire,"",N,150,150,15,33,3,"",CPFMP,,
frenchmeadows,FM41,2020,prefire,"",N,63,90,69,5,5-rotten,"",CPFMP,,
frenchmeadows,FM41,2020,prefire,"",S,11.2,9.5,5,1.5,3,"",CPFMP,,
frenchmeadows,FM41,2020,prefire,"",S,15,22,5,8,4,"",CPFMP,,
frenchmeadows,FM41,2020,prefire,"",S,28,34,1,17,3,"",CPFMP,,
frenchmeadows,FM41,2020,prefire,"",W,11.5,13,6,1.8,3,"",CPFMP,,
frenchmeadows,FM42,2020,prefire,"",E,18.2,36,4,4.5,2,"",CPFMP,,
frenchmeadows,FM42,2020,prefire,"",E,55,60,50,1.5,5-rotten,"",CPFMP,,
frenchmeadows,FM42,2020,prefire,"",E,8.2,9.3,1,5,2,"",CPFMP,,
frenchmeadows,FM42,2020,prefire,"",S,13.3,18.2,8,2.3,3,"",CPFMP,,
frenchmeadows,FM42,2020,prefire,"",S,16.4,20,4.5,3,4,"",CPFMP,,
frenchmeadows,FM42,2020,prefire,"",W,10,23,1,8,2,"",CPFMP,,
frenchmeadows,FM42,2020,prefire,"",W,23,8,4,2,3,"",CPFMP,,
frenchmeadows,FM43,2020,prefire,"",E,13,12,4.2,1,2,"",CPFMP,,
frenchmeadows,FM43,2020,prefire,"",E,80,100,75,5,5-rotten,"",CPFMP,,
frenchmeadows,FM43,2020,prefire,"",N,10.8,34.3,8,6,1-intact,"",CPFMP,,
frenchmeadows,FM43,2020,prefire,"",N,11.2,34.3,7,6,1-intact,"",CPFMP,,
frenchmeadows,FM43,2020,prefire,"",N,11.2,34.3,8,6,1-intact,"",CPFMP,,
frenchmeadows,FM43,2020,prefire,"",N,13.7,34.3,12,6,1-intact,"",CPFMP,,
frenchmeadows,FM43,2020,prefire,"",S,11,6,3.2,2.2,1-intact,"",CPFMP,,
frenchmeadows,FM43,2020,prefire,"",S,15,27,4.8,8,2,"",CPFMP,,
frenchmeadows,FM43,2020,prefire,"",S,8.4,8,5.6,1.2,2,"",CPFMP,,
frenchmeadows,FM43,2020,prefire,"",S,9.5,11.2,6,0.8,1-intact,"",CPFMP,,
frenchmeadows,FM43,2020,prefire,"",W,37.7,27.5,15,20.5,1-intact,"",CPFMP,,
frenchmeadows,FM44,2020,prefire,"",E,20.4,14.8,9.8,3.7,4,"",CPFMP,,
frenchmeadows,FM44,2020,prefire,"",E,22.2,37.7,3.3,15,3,"",CPFMP,,
frenchmeadows,FM44,2020,prefire,"",E,23.7,35.4,8.5,18,3,"",CPFMP,,
frenchmeadows,FM44,2020,prefire,"",S,13,15,9.3,8,5-rotten,"",CPFMP,,
frenchmeadows,FM44,2020,prefire,"",S,19.6,32.8,10.2,10,3,"",CPFMP,,
frenchmeadows,FM44,2020,prefire,"",S,26.4,37.3,12,8,2,"",CPFMP,,
frenchmeadows,FM44,2020,prefire,"",S,27.3,35.4,8.5,18,3,"",CPFMP,,
frenchmeadows,FM48,2020,prefire,"",E,36,17.7,12.3,5,3,"",CPFMP,,
frenchmeadows,FM48,2020,prefire,"",E,42,70,2,5,4,"",CPFMP,,
frenchmeadows,FM48,2020,prefire,"",E,45,42,34,14,4,"",CPFMP,,
frenchmeadows,FM48,2020,prefire,"",N,24.2,41,17.3,4,2,"",CPFMP,,
frenchmeadows,FM48,2020,prefire,"",N,27,21.2,8.4,5,2,"",CPFMP,,
frenchmeadows,FM48,2020,prefire,"",N,9,13,6.3,2,2,"",CPFMP,,
frenchmeadows,FM48,2020,prefire,"",S,13.3,25.6,4.2,2.5,4,"",CPFMP,,
frenchmeadows,FM48,2020,prefire,"",S,23,25,23,1.2,5-rotten,"",CPFMP,,
frenchmeadows,FM48,2020,prefire,"",S,52.8,41.4,23,12,3,"",CPFMP,,
frenchmeadows,FM48,2020,prefire,"",W,12.3,7.3,3,3,3,"",CPFMP,,
frenchmeadows,FM48,2020,prefire,"",W,17.5,28,8,2,4,"",CPFMP,,
frenchmeadows,FM49,2020,prefire,"",S,11.3,20,1,6,3,"",CPFMP,,
frenchmeadows,FM49,2020,prefire,"",S,13.3,18.4,3.3,9,3,"",CPFMP,,
frenchmeadows,FM49,2020,prefire,"",S,8.2,8.4,1.5,4,1-intact,"",CPFMP,,
frenchmeadows,FM49,2020,prefire,"",S,9.3,10.8,9.1,1,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",E,22,27.3,15,4,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",E,40.8,34.3,9.3,4,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",E,9,10.8,8.2,1,4,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",N,12.4,27.5,3,6,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",N,19.3,20,9.3,4,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",N,19.6,19.3,16.9,5,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",N,27.3,30.6,15,4.5,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",S,13,18.4,4.8,2,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",S,20.8,25,20.4,1,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",S,27.5,15.6,8.5,1.2,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",S,28.2,40,17.3,8,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",S,28.7,16.6,12,2.3,3,"",CPFMP,,
frenchmeadows,FM50,2020,prefire,"",W,13.9,33,3.6,13,3,"",CPFMP,,
