site,plotid,pre_post_fire,postTime,year,obs,species,status,lifeform,layer_code,percent,notes
bearmountain,BM9,postfire,2yr,2021,ag,claung,live,FB,,tr,unguiculata
bearmountain,BM9,postfire,2yr,2021,ag,elyely,live,GR,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,epilobium,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,erinau,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,galapa,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,hyacinth,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,irihar,live,FB,,0.25,
bearmountain,BM9,postfire,2yr,2021,ag,lacser,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,latnev,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,latsul,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,lotus1,live,FB,,1,
bearmountain,BM9,postfire,2yr,2021,ag,lupalf,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,madia big,live,FB,,1,
bearmountain,BM9,postfire,2yr,2021,ag,madia small,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,mimgut,live,FB,,5,guttatus
bearmountain,BM9,postfire,2yr,2021,km,pipo,live,TR,TSE,2,
bearmountain,BM9,postfire,2yr,2021,km,pipo,live,TR,TSA,2,
bearmountain,BM9,postfire,2yr,2021,km,pipo,dead,TR,TSE,2,
bearmountain,BM9,postfire,2yr,2021,km,pipo,dead,TR,TSA,3,
bearmountain,BM9,postfire,2yr,2021,km,pipo,dead,TR,TOV,6,
bearmountain,BM9,postfire,2yr,2021,ag,poa,live,GR,,15,
bearmountain,BM9,postfire,2yr,2021,ag,potgla,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,km,pruvir,live,SH,,1,
bearmountain,BM9,postfire,2yr,2021,ag,psucal,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,km,quke,live,TR,TSE,0.25,
bearmountain,BM9,postfire,2yr,2021,km,quke,live,TR,TSA,1,
bearmountain,BM9,postfire,2yr,2021,km,quke,dead,TR,TOV,0.25,
bearmountain,BM9,postfire,2yr,2021,ag,ranunculus,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,rumace,live,FB,,1,
bearmountain,BM9,postfire,2yr,2021,ag,sancra,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,stiocc,live,GR,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,trifolium,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,triixi,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,unkgrassskinny,live,GR,,0.5,
bearmountain,BM9,postfire,2yr,2021,ag,vulmyu,live,GR,,65,
