site,year,pre_post_fire,pre_post_thin,postTime,plotid,obs,species,status,lifeform,layer_code,percent,notes
,2021,prefire,,,KLAMATH015,km,achcal,live,fb,,1,
,2021,prefire,,,KLAMATH015,km,lyslat,live,fb,,0.05,
,2021,prefire,,,KLAMATH015,km,gooobl,live,fb,,0.25,
,2021,prefire,,,KLAMATH015,km,asahar,live,fb,,0.25,
,2021,prefire,,,KLAMATH015,km,iris,live,fb,,0.05,
,2021,prefire,,,KLAMATH015,km,viogla,live,fb,,0.05,
,2021,prefire,,,KLAMATH015,km,prohoo,live,fb,,0.05,
,2021,prefire,,,KLAMATH015,km,adebic,live,fb,,0.05,
,2021,prefire,,,KLAMATH015,km,galtri,live,fb,,0.05,
,2021,prefire,,,KLAMATH015,km,vanpla,live,fb,,0.05,
,2021,prefire,,,KLAMATH015,km,chiumbocc,live,fb,,0.5,
,2021,prefire,,,KLAMATH015,km,apoand,live,fb,,0.05,
,2021,prefire,,,KLAMATH015,km,hieracium,live,fb,,0.05,
,2021,prefire,,,KLAMATH015,km,pteaqu,live,fern,,0.5,
,2021,prefire,,,KLAMATH015,km,bromus,live,gr,,0.05,
,2021,prefire,,,KLAMATH015,km,thin lv gr,live,gr,,0.05,
,2021,prefire,,,KLAMATH016,km,node,live,tr,tse,0.05,
,2021,prefire,,,KLAMATH016,km,arbmen,live,tr,tse,0.05,
,2021,prefire,,,KLAMATH016,km,rops,live,tr,tse,0.05,
,2021,prefire,,,KLAMATH016,km,psme,live,tr,tse,0.05,
,2021,prefire,,,KLAMATH016,km,node,live,tr,tre,1.5,
,2021,prefire,,,KLAMATH016,km,arbmen,live,tr,tre,0.05,
,2021,prefire,,,KLAMATH016,km,node,live,tr,tov,87,
,2021,prefire,,,KLAMATH016,km,arbmen,live,tr,tov,7,
,2021,prefire,,,KLAMATH016,km,psme,live,tr,tov,3,
,2021,prefire,,,KLAMATH016,km,node,dead,tr,tsa,4,
,2021,prefire,,,KLAMATH016,km,node,dead,tr,tre,0.05,
,2021,prefire,,,KLAMATH016,km,node,dead,tr,tov,2,
,2021,prefire,,,KLAMATH016,km,arbmen,dead,tr,tov,2,
,2021,prefire,,,KLAMATH016,km,toxdiv,live,sh,,0.25,
,2021,prefire,,,KLAMATH016,km,rubarm,live,sh,,0.5,
,2021,prefire,,,KLAMATH016,km,corcorcal,live,sh,,0.05,
,2021,prefire,,,KLAMATH016,km,ruburs,live,sh,,0.75,
,2021,prefire,,,KLAMATH016,km,vacova,live,sh,,1,"huckleberry, resp"
,2021,prefire,,,KLAMATH016,km,vacova,dead,sh,,0.75,
,2021,prefire,,,KLAMATH016,km,polmun,live,fern,,0.05,
,2021,prefire,,,KLAMATH016,km,pteaqu,live,fern,,0.25,
,2021,prefire,,,KLAMATH016,km,prohoo,live,fb,,0.05,
,2021,prefire,,,KLAMATH016,km,whimod,live,fb,,2.5,
,2021,prefire,,,KLAMATH016,km,iris,live,fb,,0.05,
,2021,prefire,,,KLAMATH016,km,grass,live,gr,,0.05,no infl
,2021,prefire,,,KLAMATH017,km,psme,live,tr,tse,0.05,
,2021,prefire,,,KLAMATH017,km,psme,live,tr,tov,98,
,2021,prefire,,,KLAMATH017,km,node,live,tr,tse,0.25,
,2021,prefire,,,KLAMATH017,km,node,live,tr,tre,0.75,
,2021,prefire,,,KLAMATH017,km,node,live,tr,tov,1.5,
,2021,prefire,,,KLAMATH017,km,acemac,live,tr,tre,0.25,
,2021,prefire,,,KLAMATH017,km,acemac,live,tr,tov,1,
,2021,prefire,,,KLAMATH017,km,arbmen,live,tr,tse,0.25,
,2021,prefire,,,KLAMATH017,km,umbcal,live,tr,tse,0.05,
,2021,prefire,,,KLAMATH017,km,umbcal,live,tr,tre,0.75,
,2021,prefire,,,KLAMATH017,km,psme,dead,tr,tov,5,
,2021,prefire,,,KLAMATH017,km,umbcal,live,tr,tsa,0.5,
,2021,prefire,,,KLAMATH017,km,quwi,live,tr,tse,0.05,
,2021,prefire,,,KLAMATH017,km,node,live,tr,tsa,0.5,
,2021,prefire,,,KLAMATH017,km,node,dead,tr,tse,0.05,
,2021,prefire,,,KLAMATH017,km,conu,live,tr,tse,0.05,
,2021,prefire,,,KLAMATH017,km,vacova,live,sh,,0.5,
,2021,prefire,,,KLAMATH017,km,ribroe,live,sh,,0.05,
,2021,prefire,,,KLAMATH017,km,ceaint,live,sh,,0.25,
,2021,prefire,,,KLAMATH017,km,rubarm,live,sh,,3,
,2021,prefire,,,KLAMATH017,km,lonhis,live,sh,,0.05,
,2021,prefire,,,KLAMATH017,km,rubleu,live,sh,,1,
,2021,prefire,,,KLAMATH017,km,rublac,live,sh,,0.05,
,2021,prefire,,,KLAMATH017,km,arcto017a,live,sh,,0.05,
,2021,prefire,,,KLAMATH017,km,arcto017b,live,sh,,0.05,
,2021,prefire,,,KLAMATH017,km,whimod,live,fb,,28,
,2021,prefire,,,KLAMATH017,km,galtri,live,fb,,0.05,
,2021,prefire,,,KLAMATH017,km,staaju,live,fb,,0.05,
,2021,prefire,,,KLAMATH017,km,vitcal,live,fb,,2,
,2021,prefire,,,KLAMATH017,km,moss,live,fb,,18,
,2021,prefire,,,KLAMATH017,km,chiumbocc,live,fb,,0.05,
,2021,prefire,,,KLAMATH017,km,torarv,live,fb,,0.05,
,2021,prefire,,,KLAMATH017,km,brocar,live,gr,,0.05,
,2021,prefire,,,KLAMATH017,km,thin lv gr,live,gr,,0.05,
,2021,prefire,,,KLAMATH017,km,elygla,live,gr,,0.05,
,2021,prefire,,,KLAMATH018,km,node,live,tr,tse,0.05,
,2021,prefire,,,KLAMATH018,km,psme,live,tr,tse,0.05,
,2021,prefire,,,KLAMATH018,km,conu,live,tr,tse,0.05,
,2021,prefire,,,KLAMATH018,km,arbmen,live,tr,tse,0.25,
,2021,prefire,,,KLAMATH018,km,node,live,tr,tre,26,
,2021,prefire,,,KLAMATH018,km,node,live,tr,tov,29,
,2021,prefire,,,KLAMATH018,km,psme,live,tr,tov,30,
,2021,prefire,,,KLAMATH018,km,node,dead,tr,tov,38,
,2021,prefire,,,KLAMATH018,km,node,dead,tr,tse,0.05,
,2021,prefire,,,KLAMATH018,km,node,dead,tr,tre,0.5,
,2021,prefire,,,KLAMATH018,km,rubleu,live,sh,,0.25,
,2021,prefire,,,KLAMATH018,km,ribroe,live,sh,,0.25,
,2021,prefire,,,KLAMATH018,km,salix sp,live,sh,,0.05,seedling
,2021,prefire,,,KLAMATH018,km,ceaint,live,sh,,0.05,
,2021,prefire,,,KLAMATH018,km,rubarm,live,sh,,0.25,
,2021,prefire,,,KLAMATH018,km,vacova,live,sh,,0.05,seedling
,2021,prefire,,,KLAMATH018,km,lonhis,live,sh,,0.05,
,2021,prefire,,,KLAMATH018,km,polmun,live,fern,,0.05,
,2021,prefire,,,KLAMATH018,km,pteaqu,live,fern,,0.25,
,2021,prefire,,,KLAMATH018,km,cirvul,live,fb,,0.05,
,2021,prefire,,,KLAMATH018,km,whimod,live,fb,,0.05,
,2021,prefire,,,KLAMATH018,km,vitcal,live,fb,,0.05,
,2021,prefire,,,KLAMATH018,km,staaju,live,fb,,0.05,
,2021,prefire,,,KLAMATH018,km,galtri,live,fb,,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,arbmen,live,TR,TOV,2,
lonebobcatwoods,2020,prefire,,,lbw2,ag,arbmen,live,TR,TSE,3,
lonebobcatwoods,2020,prefire,,,lbw5,ag,arbmen,live,TR,TRE,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,cade,live,TR,TOV,45,
lonebobcatwoods,2020,prefire,,,lbw2,ag,cade,live,TR,TSA,3,
lonebobcatwoods,2020,prefire,,,lbw2,ag,cade,live,TR,TSE,5,
lonebobcatwoods,2020,prefire,,,lbw2,ag,cade,dead,TR,TOV,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,cade,dead,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw3,ag,cade,live,TR,TOV,80,
lonebobcatwoods,2020,prefire,,,lbw3,ag,cade,live,TR,TSE,1,
lonebobcatwoods,2020,prefire,,,lbw3,ag,cade,live,TR,TSA,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,cade,live,TR,TOV,45,
lonebobcatwoods,2020,prefire,,,lbw4,ag,cade,live,TR,TSE,3,
lonebobcatwoods,2020,prefire,,,lbw5,ag,cade,live,TR,TOV,45,
lonebobcatwoods,2020,prefire,,,lbw5,ag,cade,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw5,ag,cade,live,TR,TSA,1,
lonebobcatwoods,2020,prefire,,,lbw6,ag,cade,live,TR,TOV,35,
lonebobcatwoods,2020,prefire,,,lbw6,ag,cade,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw7,ag,cade,live,TR,TOV,45,
lonebobcatwoods,2020,prefire,,,lbw7,ag,cade,live,TR,TSE,5,
lonebobcatwoods,2020,prefire,,,lbw7,ag,cade,live,TR,TSA,7,
lonebobcatwoods,2020,prefire,,,lpw1,ag,cade,live,TR,TOV,35,
lonebobcatwoods,2020,prefire,,,lpw1,ag,cade,live,TR,TSE,20,
lonebobcatwoods,2020,prefire,,,lpw1,ag,cade,live,TR,TSA,5,
lonebobcatwoods,2020,prefire,,,lbw2,ag,carex,live,GR,,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,carex,live,GR,,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,cein,live,SH,,0.05,heavily grazed
lonebobcatwoods,2020,prefire,,,lbw4,ag,cein,live,SH,,0.05,
lonebobcatwoods,2020,prefire,,,lbw5,ag,cein,live,SH,,0.5,velutinus
lonebobcatwoods,2020,prefire,,,lbw2,ag,chfo,live,SH,,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,chfo,live,SH,,20,
lonebobcatwoods,2020,prefire,,,lbw5,ag,chfo,live,SH,,15,
lonebobcatwoods,2020,prefire,,,lbw6,ag,chfo,live,SH,,25,
lonebobcatwoods,2020,prefire,,,lpw1,ag,chfo,live,SH,,1,
lonebobcatwoods,2020,prefire,,,lbw7,ag,chimen,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lpw1,ag,chimen,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,elygla,live,GR,,0.05,
lonebobcatwoods,2020,prefire,,,lbw3,ag,goob,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,goob,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,grass1,live,GR,,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,grass2,live,GR,,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,grass2,live,GR,,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,grass3,live,GR,,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,irha,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw6,ag,irha,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,irha,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw3,ag,lonhis,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,lonhis,live,SH,,0.05,
lonebobcatwoods,2020,prefire,,,lbw5,ag,lonhis,,,,0.5,
lonebobcatwoods,2020,prefire,,,lbw6,ag,lonhis,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lpw1,ag,lonhis,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,lyslat,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,pila,live,TR,TSA,4,
lonebobcatwoods,2020,prefire,,,lbw2,ag,pila,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,pila,live,TR,TOV,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,pipo,live,TR,TOV,7,
lonebobcatwoods,2020,prefire,,,lbw2,ag,pipo,live,TR,TSA,4,
lonebobcatwoods,2020,prefire,,,lbw2,ag,pipo,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,poco,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw3,ag,poco,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,poco,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw5,ag,poco,,,,0.05,
lonebobcatwoods,2020,prefire,,,lbw6,ag,poco,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lpw1,ag,poco,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,prunus,live,SH,,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,psme,live,TR,TOV,2,
lonebobcatwoods,2020,prefire,,,lbw2,ag,psme,live,TR,TSA,0.05,
lonebobcatwoods,2020,prefire,,,lbw3,ag,psme,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,psme,live,TR,TSA,1,
lonebobcatwoods,2020,prefire,,,lbw4,ag,psme,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw5,ag,psme,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw7,ag,psme,live,TR,TSA,0.25,
lonebobcatwoods,2020,prefire,,,lpw1,ag,psme,live,TR,TOV,15,
lonebobcatwoods,2020,prefire,,,lbw3,ag,ptan,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw5,ag,ptan,,,,0.05,
lonebobcatwoods,2020,prefire,,,lbw2,ag,quch,live,TR,TSE,3,
lonebobcatwoods,2020,prefire,,,lbw2,ag,quch,live,TR,TOV,5,
lonebobcatwoods,2020,prefire,,,lbw2,ag,quch,live,TR,TSA,0.05,
lonebobcatwoods,2020,prefire,,,lbw3,ag,quch,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,quch,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw5,ag,quch,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw6,ag,quch,live,TR,TOV,7,
lonebobcatwoods,2020,prefire,,,lbw6,ag,quch,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw7,ag,quch,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lpw1,ag,quch,live,TR,TSE,0.5,
lonebobcatwoods,2020,prefire,,,lbw2,ag,quke,live,TR,TSE,1,
lonebobcatwoods,2020,prefire,,,lbw3,ag,quke,live,TR,TOV,30,
lonebobcatwoods,2020,prefire,,,lbw3,ag,quke,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,quke,live,TR,TOV,50,
lonebobcatwoods,2020,prefire,,,lbw4,ag,quke,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw5,ag,quke,live,TR,TOV,10,
lonebobcatwoods,2020,prefire,,,lbw5,ag,quke,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw6,ag,quke,live,TR,TOV,30,
lonebobcatwoods,2020,prefire,,,lbw6,ag,quke,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw7,ag,quke,live,TR,TOV,55,
lonebobcatwoods,2020,prefire,,,lbw7,ag,quke,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lpw1,ag,quke,live,TR,TOV,70,
lonebobcatwoods,2020,prefire,,,lpw1,ag,quke,live,TR,TSE,1,
lonebobcatwoods,2020,prefire,,,lbw5,ag,quwi,live,TR,TSE,0.05,
lonebobcatwoods,2020,prefire,,,lbw4,ag,riro,live,SH,,0.05,
lonebobcatwoods,2020,prefire,,,lbw5,ag,riro,live,SH,,0.05,
lonebobcatwoods,2020,prefire,,,lbw7,ag,riro,live,SH,,0.05,
lonebobcatwoods,2020,prefire,,,lpw1,ag,roswod,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw5,ag,rubarm,live,SH,,4,himalayan
lonebobcatwoods,2020,prefire,,,lbw5,ag,rublac,live,SH,,1,cutleaf blackberry
lonebobcatwoods,2020,prefire,,,lbw6,ag,rublac,live,SH,,0.05,
lonebobcatwoods,2020,prefire,,,lbw6,ag,rubleu,live,SH,,0.05,cutleaf blackberry
lonebobcatwoods,2020,prefire,,,lbw2,ag,toxdiv,live,FB,,0.05,
lonebobcatwoods,2020,prefire,,,lbw3,ag,toxdiv,live,FB,,2,
lonebobcatwoods,2020,prefire,,,lbw4,ag,toxdiv,live,FB,,10,
lonebobcatwoods,2020,prefire,,,lbw5,ag,toxdiv,live,SH,,0.05,
lonebobcatwoods,2020,prefire,,,lbw6,ag,toxdiv,live,SH,,2,
lonebobcatwoods,2020,prefire,,,lbw7,ag,toxdiv,live,SH,,4,
Modoc,2020,prefire,,,Modoc01,vs,abco,live,TR,TSA,0.05,added during QAQC using regen data
Modoc,2020,prefire,,,Modoc01,vs,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc03,vs,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc03,vs,abco,live,TR,TSA,0.05,
Modoc,2020,prefire,,,Modoc05,vs,abco,live,TR,TOV,65,
Modoc,2020,prefire,,,Modoc05,vs,abco,dead,TR,TOV,0.05,
Modoc,2020,prefire,,,Modoc05,vs,abco,live,TR,TSA,5,
Modoc,2020,prefire,,,Modoc05,vs,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc27,vs,abco,live,TR,TOV,10,
Modoc,2020,prefire,,,Modoc27,vs,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc25,vs,abco,live,TR,TOV,3,
Modoc,2020,prefire,,,Modoc23,vs,abco,live,TR,TOV,18,
Modoc,2020,prefire,,,Modoc23,vs,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc21,vs,abco,live,TR,TOV,5,
Modoc,2020,prefire,,,Modoc21,vs,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc19,vs,abco,live,TR,TOV,2,
Modoc,2020,prefire,,,Modoc02,ag,abco,live,TR,TOV,73,
Modoc,2020,prefire,,,Modoc02,ag,abco,live,TR,TSA,15,
Modoc,2020,prefire,,,Modoc02,ag,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc02,ag,abco,dead,TR,TSA,0.05,
Modoc,2020,prefire,,,Modoc02,ag,abco,dead,TR,TOV,0.05,
Modoc,2020,prefire,,,Modoc04,km,abco,live,TR,TOV,20,
Modoc,2020,prefire,,,Modoc04,km,abco,live,TR,TSA,0.05,
Modoc,2020,prefire,,,Modoc04,km,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc04,km,abco,dead,TR,TOV,0.05,
Modoc,2020,prefire,,,Modoc06,ag,abco,live,TR,TOV,30,
Modoc,2020,prefire,,,Modoc06,ag,abco,live,TR,TSA,0.05,
Modoc,2020,prefire,,,Modoc06,ag,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc07,ag,abco,live,TR,TOV,18,
Modoc,2020,prefire,,,Modoc07,ag,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc08,ag,abco,live,TR,TOV,7,
Modoc,2020,prefire,,,Modoc08,ag,abco,live,TR,TSA,2,
Modoc,2020,prefire,,,Modoc08,ag,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc10,ag,abco,live,TR,TSE,3,
Modoc,2020,prefire,,,Modoc12,ag,abco,live,TR,TOV,34,
Modoc,2020,prefire,,,Modoc12,ag,abco,dead,TR,TOV,0.05,
Modoc,2020,prefire,,,Modoc12,ag,abco,dead,TR,TSA,1.5,
Modoc,2020,prefire,,,Modoc12,ag,abco,live,TR,TSE,1,
Modoc,2020,prefire,,,Modoc12,ag,abco,dead,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc14,ag,abco,live,TR,TOV,45,
Modoc,2020,prefire,,,Modoc14,ag,abco,dead,TR,TSA,0.5,
Modoc,2020,prefire,,,Modoc14,ag,abco,live,TR,TSA,0.5,
Modoc,2020,prefire,,,Modoc14,ag,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc14,ag,abco,dead,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc16,ag,abco,dead,TR,TSA,0.05,
Modoc,2020,prefire,,,Modoc18,ag,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc18,ag,abco,live,TR,TOV,0.05,
Modoc,2020,prefire,,,Modoc20,ag,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc20,ag,abco,live,TR,TOV,0.05,
Modoc,2020,prefire,,,Modoc22,ag,abco,live,TR,TOV,9,
Modoc,2020,prefire,,,Modoc22,ag,abco,dead,TR,TSA,0.05,
Modoc,2020,prefire,,,Modoc22,ag,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc24,ag,abco,live,TR,TOV,15,
Modoc,2020,prefire,,,Modoc24,ag,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc26,ag,abco,live,TR,TOV,25,
Modoc,2020,prefire,,,Modoc26,ag,abco,live,TR,TSE,12,
Modoc,2020,prefire,,,Modoc26,ag,abco,live,TR,TSA,0.05,
Modoc,2020,prefire,,,Modoc28,ag,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc15,vs,abco,live,TR,TOV,4,
Modoc,2020,prefire,,,Modoc13,vs,abco,live,TR,TSE,1,
Modoc,2020,prefire,,,Modoc11,vs,abco,live,TR,TSE,0.05,added during QAQC using regen data
Modoc,2020,prefire,,,Modoc11,vs,abco,live,TR,TOV,0.05,
Modoc,2020,prefire,,,Modoc09,vs,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc07,vs,abco,live,TR,TSE,0.05,
Modoc,2020,prefire,,,Modoc01,vs,achnatherum,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc03,vs,achnatherum,live,GR,na,0.05,
Modoc,2020,prefire,,,Modoc27,vs,achnatherum,live,GR,na,0.05,
Modoc,2020,prefire,,,Modoc25,vs,achnatherum,live,GR,na,0.05,
Modoc,2020,prefire,,,Modoc23,vs,achnatherum,live,GR,na,0.05,
Modoc,2020,prefire,,,Modoc21,vs,achnatherum,live,GR,na,0.05,
Modoc,2020,prefire,,,Modoc19,vs,achnatherum,live,GR,na,0.05,
Modoc,2020,prefire,,,Modoc17,vs,achnatherum,live,GR,na,1,
Modoc,2020,prefire,,,Modoc15,vs,achnatherum,live,GR,na,3,
Modoc,2020,prefire,,,Modoc13,vs,achnatherum,live,GR,na,0.05,
Modoc,2020,prefire,,,Modoc11,vs,achnatherum,live,GR,na,2,
Modoc,2020,prefire,,,Modoc09,vs,achnatherum,live,GR,na,0.05,
Modoc,2020,prefire,,,Modoc07,vs,achnatherum,live,GR,na,0.05,
Modoc,2020,prefire,,,Modoc17,vs,agogra,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc15,vs,agogra,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc11,vs,agogra,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc16,ag,agohet,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc18,ag,agoseris,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc20,ag,agoseris,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc21,vs,agoseris,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc04,km,allvir,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc03,vs,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc21,vs,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc19,vs,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc14,ag,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc16,ag,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc22,ag,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc26,ag,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc28,ag,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc28,ag,amut,dead,SH,na,0.05,resp
Modoc,2020,prefire,,,Modoc17,vs,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc15,vs,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc13,vs,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc11,vs,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc07,vs,amut,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc17,vs,antennaria,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc03,vs,ipoagg,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc01,vs,apoand,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc03,vs,apoand,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc05,vs,apoand,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc23,vs,apoand,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc19,vs,apoand,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc02,ag,apoand,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc04,km,apoand,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc06,ag,apoand,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc07,ag,apoand,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc08,ag,apoand,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc26,ag,apoand,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc07,vs,apoand,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc21,vs,ipoagg,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc15,vs,ipoagg,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc09,vs,ipoagg,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc07,vs,ipoagg,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc01,vs,arpa,live,SH,na,2,(patula)
Modoc,2020,prefire,,,Modoc03,vs,arpa,live,FB,na,0.05,
Modoc,2020,prefire,,,Modoc01,vs,arcto2,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc07,ag,arne,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc27,vs,arpa,live,SH,na,1,
Modoc,2020,prefire,,,Modoc27,vs,arpa,dead,SH,na,0.05,pretreatment 80%
Modoc,2020,prefire,,,Modoc23,vs,arpa,dead,SH,na,0.05,
Modoc,2020,prefire,,,Modoc21,vs,arpa,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc21,vs,arpa,dead,SH,na,0.05,resp
Modoc,2020,prefire,,,Modoc19,vs,arpa,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc04,km,arpa,live,SH,na,1,
Modoc,2020,prefire,,,Modoc04,km,arpa,dead,SH,na,0.05,
Modoc,2020,prefire,,,Modoc06,ag,arpa,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc07,ag,arpa,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc08,ag,arpa,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc08,ag,arpa,dead,SH,na,5,
Modoc,2020,prefire,,,Modoc10,ag,arpa,live,SH,na,0.05,resp
Modoc,2020,prefire,,,Modoc12,ag,arpa,dead,SH,na,0.5,resp
Modoc,2020,prefire,,,Modoc14,ag,arpa,live,SH,na,0.05,
Modoc,2020,prefire,,,Modoc14,ag,arpa,dead,SH,na,0.05,
Modoc,2020,prefire,,,Modoc16,ag,arpa,dead,SH,na,18,resp
Modoc,2020,prefire,,,Modoc16,ag,arpa,live,SH,na,3,
Modoc,2020,prefire,,,Modoc18,ag,arpa,dead,SH,na,7,resp
